sentence,label,,,,,,,,,,,,
工事は、監督さんに,37,,,,,,,,,,,,
お任せなんですよ,38,,,,,,,,,,,,
ふっ…,39,,,,,,,,,,,,
今朝の朝食は,40,,,,,,,,,,,,
ごはんにしたんですよ,41,,,,,,,,,,,,
得意のかぼちゃ煮,42,,,,,,,,,,,,
自分で言うのもなんですが,43,,,,,,,,,,,,
なかなか…でしたよ,44,,,,,,,,,,,,
新たに発見しましたが,45,,,,,,,,,,,,
おとうちゃんは,46,,,,,,,,,,,,
実に、枝豆が好きですねー,1,,,,,,,,,,,,
「   うまいっ…‼️   亅と,2,,,,,,,,,,,,
言いながら、むしゃむしゃ…です,3,,,,,,,,,,,,
摘むから…指にも  グッと  ,4,,,,,,,,,,,,
便通も、良くなりますからね  ,5,,,,,,,,,,,,
ぎゃー   ‼️,6,,,,,,,,,,,,
転けたゃーよー,7,,,,,,,,,,,,
えらいこっちゃ  ‼️,8,,,,,,,,,,,,
少々  負傷しましたが,9,,,,,,,,,,,,
ドンバイ    ,10,,,,,,,,,,,,
おとうちゃんを抱えることに,11,,,,,,,,,,,,
支障はありませんよ  ,12,,,,,,,,,,,,
あたしの方が,13,,,,,,,,,,,,
フラついて…,14,,,,,,,,,,,,
転んじゃいました,15,,,,,,,,,,,,
えっへへ…,16,,,,,,,,,,,,
昨夜は５回も起きないとならない始末,17,,,,,,,,,,,,
トホホホ…,18,,,,,,,,,,,,
頭がぼっーとしていますが,19,,,,,,,,,,,,
今日は、ゴミ出しなんですよ,20,,,,,,,,,,,,
ねぇ‼️    ,21,,,,,,,,,,,,
これみてください‼️,22,,,,,,,,,,,,
スイカの皮がないでしょう…,23,,,,,,,,,,,,
ゴミ出しだから…,24,,,,,,,,,,,,
皮を剥いたんですよ    （笑）,25,,,,,,,,,,,,
人生はじめてのことですが,26,,,,,,,,,,,,
スイカ       は,27,,,,,,,,,,,,
美味しいですが…,28,,,,,,,,,,,,
ゴミが出ますからねぇ,29,,,,,,,,,,,,
だから…剥いて…ゴミを削減,30,,,,,,,,,,,,
なかなか…,31,,,,,,,,,,,,
良いじゃないですかね,32,,,,,,,,,,,,
さあ    ‼️,33,,,,,,,,,,,,
今日から、家の工事です‍♂️‍♂️,34,,,,,,,,,,,,
頑張りますね   ,35,,,,,,,,,,,,
おとうちゃんは…,36,,,,,,,,,,,,
寝ました,37,,,,,,,,,,,,
あたしも…,38,,,,,,,,,,,,
目が開いていられないくらいです,39,,,,,,,,,,,,
今日は、盛りだくさんでした,40,,,,,,,,,,,,
ラジオ体操に、はじまり,41,,,,,,,,,,,,
パーソナルトレーナーの方に,42,,,,,,,,,,,,
お越しいただきました,43,,,,,,,,,,,,
パーソナルトレーニングは,44,,,,,,,,,,,,
これで、３回目です,45,,,,,,,,,,,,
午後からはデイサービスの見学,46,,,,,,,,,,,,
明日からは自宅の工事に入るので,1,,,,,,,,,,,,
出掛けるのが,2,,,,,,,,,,,,
むずかしいなるので,3,,,,,,,,,,,,
頑張りました,4,,,,,,,,,,,,
パーソナルトレーナーの方によると,5,,,,,,,,,,,,
足の力が強くなってきているらしいです,6,,,,,,,,,,,,
少しでも良くなると,7,,,,,,,,,,,,
良いんですがねぇ…,8,,,,,,,,,,,,
さあ…,9,,,,,,,,,,,,
夜のはじまりです,10,,,,,,,,,,,,
何回…起きるのでしょうね,11,,,,,,,,,,,,
では今日も,12,,,,,,,,,,,,
見守ってくださって…,13,,,,,,,,,,,,
ありがとうね  ,14,,,,,,,,,,,,
本当に、ありがとうございます,15,,,,,,,,,,,,
おやすみなさい,16,,,,,,,,,,,,
⭐⭐⭐,17,,,,,,,,,,,,
今日は、おとうちゃんと,18,,,,,,,,,,,,
遠征に目黒まできています,19,,,,,,,,,,,,
デイサービスの見学に,20,,,,,,,,,,,,
お邪魔しているんですよ,21,,,,,,,,,,,,
な、な、なんと,22,,,,,,,,,,,,
こちらの、デイサービスは…,23,,,,,,,,,,,,
めすらしいことに,24,,,,,,,,,,,,
利用者の、ほとんどが,25,,,,,,,,,,,,
男性なんですって…,26,,,,,,,,,,,,
麻雀ですよ！,27,,,,,,,,,,,,
麻雀、囲碁、将棋、カラオケを,28,,,,,,,,,,,,
コンテンツとなさっているんですよ,29,,,,,,,,,,,,
おとうちゃんは,30,,,,,,,,,,,,
麻雀が、好きでね…,31,,,,,,,,,,,,
頭の体操に,32,,,,,,,,,,,,
バツグンですからね,33,,,,,,,,,,,,
田舎じゃ…,34,,,,,,,,,,,,
考えられないよねぇ…,35,,,,,,,,,,,,
お風呂も、富士山ですからね,36,,,,,,,,,,,,
まるで、銭湯ですよ  ,37,,,,,,,,,,,,
今日は,38,,,,,,,,,,,,
ホームレス寺田さんに,39,,,,,,,,,,,,
お手伝いいただきました,40,,,,,,,,,,,,
明日から,41,,,,,,,,,,,,
半地下室が工事になります‍♂️‍♀️,42,,,,,,,,,,,,
いま、天井が,43,,,,,,,,,,,,
半分しかありません,44,,,,,,,,,,,,
トホホホ…,45,,,,,,,,,,,,
そこで、今朝は,46,,,,,,,,,,,,
寺田さんに半地下室のベランダを,1,,,,,,,,,,,,
掃除してもらいました,2,,,,,,,,,,,,
なにぶんにも,3,,,,,,,,,,,,
買い物にも出られない状況てす,4,,,,,,,,,,,,
今日は、１５日,5,,,,,,,,,,,,
神棚のお榊を,6,,,,,,,,,,,,
変えないとなりません,7,,,,,,,,,,,,
そこで,8,,,,,,,,,,,,
寺田さんに買ってきてもらいました,9,,,,,,,,,,,,
寺田さん,10,,,,,,,,,,,,
榊を知らなかったので…,11,,,,,,,,,,,,
説明に時間は,12,,,,,,,,,,,,
かかりましたよ〜〜,13,,,,,,,,,,,,
普段、あたしの朝ごはんは,14,,,,,,,,,,,,
ごはんなんですが…,15,,,,,,,,,,,,
実家は、パン    なので,16,,,,,,,,,,,,
なるべく環境を変えないように,17,,,,,,,,,,,,
パン食にしています,18,,,,,,,,,,,,
しかし、今朝は,19,,,,,,,,,,,,
お豆腐を添えました,20,,,,,,,,,,,,
トマト    ブロッコリー      バナナ,21,,,,,,,,,,,,
                           お豆腐          人参,22,,,,,,,,,,,,
               人参ジュース         ヨーグルト,23,,,,,,,,,,,,
おとうちゃんは、良く食べますよ,24,,,,,,,,,,,,
だからこそ,25,,,,,,,,,,,,
回復の希望がもてるかなぁ…と,26,,,,,,,,,,,,
思っているんですよ,27,,,,,,,,,,,,
毎回、完食なんですからね  ‼️,28,,,,,,,,,,,,
今朝もラジオ体操‍♂️‍♂️,29,,,,,,,,,,,,
行ってきましたよ,30,,,,,,,,,,,,
初めて、お目にかかった女性が,31,,,,,,,,,,,,
なんとおとうちゃんと同学年てした,32,,,,,,,,,,,,
１６才の時に,33,,,,,,,,,,,,
広島で被爆されたそうですよ,34,,,,,,,,,,,,
しかし、大変お元気で…,35,,,,,,,,,,,,
おひとりでラジオ体操会場までいらして,36,,,,,,,,,,,,
体操も,37,,,,,,,,,,,,
しっかりとなさっていましたよ,38,,,,,,,,,,,,
ラジオ体操はじまる前の…,39,,,,,,,,,,,,
お喋りも,40,,,,,,,,,,,,
おとうちゃんに,41,,,,,,,,,,,,
刺激になると良いですね,42,,,,,,,,,,,,
でも、「   行こっ‼️   亅と,43,,,,,,,,,,,,
自分から。。。,44,,,,,,,,,,,,
言いますからね    ,45,,,,,,,,,,,,
昨夜は下北沢から,46,,,,,,,,,,,,
帰って来る時,1,,,,,,,,,,,,
ユニークなタクシーに,2,,,,,,,,,,,,
乗せていただきました,3,,,,,,,,,,,,
駄菓子タクシーって,4,,,,,,,,,,,,
いうらしいですよ,5,,,,,,,,,,,,
後部座席に,6,,,,,,,,,,,,
駄菓子が,7,,,,,,,,,,,,
用意してあるんですね,8,,,,,,,,,,,,
おひとつどうぞ  ‼️と,9,,,,,,,,,,,,
ありましたが,10,,,,,,,,,,,,
おとうちゃんはいくつも…,11,,,,,,,,,,,,
手に抱えましたよ    （爆笑）,12,,,,,,,,,,,,
よく深いよ,13,,,,,,,,,,,,
おとうちゃん‼️,14,,,,,,,,,,,,
ハハハ   …,15,,,,,,,,,,,,
その分,16,,,,,,,,,,,,
申し訳無いので,17,,,,,,,,,,,,
チィップを,18,,,,,,,,,,,,
お渡ししておきました,19,,,,,,,,,,,,
今夜は…,20,,,,,,,,,,,,
おとうちゃんが,21,,,,,,,,,,,,
東京へ来るたびに,22,,,,,,,,,,,,
元家族で…⁉️,23,,,,,,,,,,,,
出掛けた     （笑）,24,,,,,,,,,,,,
すし好へ連れてきています,25,,,,,,,,,,,,
若者二人に,26,,,,,,,,,,,,
手伝ってもらって,27,,,,,,,,,,,,
連れてこれました,28,,,,,,,,,,,,
最初から最後まで…,29,,,,,,,,,,,,
たまごで良いくらい,30,,,,,,,,,,,,
たまごの、にぎりが,31,,,,,,,,,,,,
好きなんですよ,32,,,,,,,,,,,,
認知症のスピードが,33,,,,,,,,,,,,
遅くなると,34,,,,,,,,,,,,
良いですねぇー,35,,,,,,,,,,,,
お話をしているように,36,,,,,,,,,,,,
夜は…,37,,,,,,,,,,,,
４回…５回は,38,,,,,,,,,,,,
起きないとならない状況です,39,,,,,,,,,,,,
あたしの特技は,40,,,,,,,,,,,,
深い眠りで、グッスリ,41,,,,,,,,,,,,
それゆえに…キツイですねぇ,42,,,,,,,,,,,,
しかしどこでも、いつでも,43,,,,,,,,,,,,
すぐに…,44,,,,,,,,,,,,
眠れるのも…,45,,,,,,,,,,,,
あたしの、特技  ,46,,,,,,,,,,,,
当の本人の,1,,,,,,,,,,,,
おとうちゃんも,2,,,,,,,,,,,,
眠いはずですよ,3,,,,,,,,,,,,
だから、二人で,4,,,,,,,,,,,,
絨毯の上に,5,,,,,,,,,,,,
転がって…,6,,,,,,,,,,,,
ただし,7,,,,,,,,,,,,
階段から,8,,,,,,,,,,,,
転げ落ちられたら…,9,,,,,,,,,,,,
えらいこっちゃ…では,10,,,,,,,,,,,,
済まないので…,11,,,,,,,,,,,,
あたしの体が,12,,,,,,,,,,,,
柵がわり   ですよっ‼️,13,,,,,,,,,,,,
ハハハ っー,14,,,,,,,,,,,,
            パン           かぼちゃ         バナナ,15,,,,,,,,,,,,
           ゆで卵       トマト             ポテトサラダ,16,,,,,,,,,,,,
           コーンスープ             人参ジュース,17,,,,,,,,,,,,
今朝の朝ごはんでーす,18,,,,,,,,,,,,
              昨日のオーガニックショップの,19,,,,,,,,,,,,
              配達の,20,,,,,,,,,,,,
おかげで             すべてオーガニックで,21,,,,,,,,,,,,
             揃えられました  ,22,,,,,,,,,,,,
飲めものと,23,,,,,,,,,,,,
食べるものが…,24,,,,,,,,,,,,
体をつくります,25,,,,,,,,,,,,
毎日の積み重ねが大切ですね,26,,,,,,,,,,,,
とにかく…,27,,,,,,,,,,,,
あたしは,28,,,,,,,,,,,,
二十代の時から,29,,,,,,,,,,,,
元気な１００才を,30,,,,,,,,,,,,
目指しています,31,,,,,,,,,,,,
だから…,32,,,,,,,,,,,,
食事は絶対に,33,,,,,,,,,,,,
手はぬけないのです,34,,,,,,,,,,,,
薬は 一切    ,35,,,,,,,,,,,,
口にしません,36,,,,,,,,,,,,
これもあたしのポリシーなんです,37,,,,,,,,,,,,
薬は飲まないわけですから,38,,,,,,,,,,,,
病気には,39,,,,,,,,,,,,
決して、なれないんですね,40,,,,,,,,,,,,
あたしのあだ名は,41,,,,,,,,,,,,
ガンコちゃんでしたからね,42,,,,,,,,,,,,
えっへへへ    ‼️,43,,,,,,,,,,,,
ラジオ体操‍♂️‍♀️を,44,,,,,,,,,,,,
終えたら…,45,,,,,,,,,,,,
氏神様への、参拝,46,,,,,,,,,,,,
しばし…車椅子で散歩です,1,,,,,,,,,,,,
車椅子を押していると,2,,,,,,,,,,,,
坂道の多い自宅周辺ですから,3,,,,,,,,,,,,
普段歩いている時よりも,4,,,,,,,,,,,,
筋肉がつきますね,5,,,,,,,,,,,,
なかなかの…,6,,,,,,,,,,,,
トレーニングです  ,7,,,,,,,,,,,,
今日はあたしがプレゼントした洋服を      ,8,,,,,,,,,,,,
着ているので,9,,,,,,,,,,,,
記念撮影もパチリ  ,10,,,,,,,,,,,,
今日は    ,11,,,,,,,,,,,,
ピースサインをしましたよ  ,12,,,,,,,,,,,,
見てねぇ…,13,,,,,,,,,,,,
ラジオ体操では,14,,,,,,,,,,,,
おとうちゃんを車椅子から♿️,15,,,,,,,,,,,,
降ろして…,16,,,,,,,,,,,,
公園の椅子に座らせると…,17,,,,,,,,,,,,
手をあげて真似をしています,18,,,,,,,,,,,,
終了後は。。,19,,,,,,,,,,,,
しばし…お喋りタイム,20,,,,,,,,,,,,
手前のブルーの半パンツが  ９０才のリーダーです,21,,,,,,,,,,,,
ラジオ体操のリーダーは,22,,,,,,,,,,,,
おとうちゃんと同じ年の９０才,23,,,,,,,,,,,,
お話によると…,24,,,,,,,,,,,,
明日は、ひとりで鹿児島を日帰りされるとのこと,25,,,,,,,,,,,,
慰霊祭に参加されるそうです,26,,,,,,,,,,,,
９０才ひとり鹿児島日帰りですよ,27,,,,,,,,,,,,
すごーいですね  ‼️,28,,,,,,,,,,,,
あっぱれです  ,29,,,,,,,,,,,,
あたしたちも見習いたいですね,30,,,,,,,,,,,,
あたしにラジオ体操を,31,,,,,,,,,,,,
勧めてくださったのも,32,,,,,,,,,,,,
その方なんですよ,33,,,,,,,,,,,,
本当に頑張りましょうね,34,,,,,,,,,,,,
昨夜は…,35,,,,,,,,,,,,
えらいこっちゃ…,36,,,,,,,,,,,,
でしたから,37,,,,,,,,,,,,
朝、５時に,38,,,,,,,,,,,,
おとうちゃんを,39,,,,,,,,,,,,
お風呂に,40,,,,,,,,,,,,
入れました,41,,,,,,,,,,,,
介護をなさっている方は,42,,,,,,,,,,,,
ご理解いただけると,43,,,,,,,,,,,,
思いますが…,44,,,,,,,,,,,,
お風呂は,45,,,,,,,,,,,,
本当に、大変です,46,,,,,,,,,,,,
あたしは,1,,,,,,,,,,,,
汗で  ,2,,,,,,,,,,,,
えらいこっちゃ。。ですよ,3,,,,,,,,,,,,
しかしお風呂   ＝    治療   ですから,4,,,,,,,,,,,,
踏ん張らねば  ,5,,,,,,,,,,,,
その後は、ラジオ体操へ‍♂️‍♂️…,6,,,,,,,,,,,,
やられました  ‼️,7,,,,,,,,,,,,
昨夜は…,8,,,,,,,,,,,,
やられましたよぉー,9,,,,,,,,,,,,
真夜中…,10,,,,,,,,,,,,
２回もパジャマを着替え…,11,,,,,,,,,,,,
ベッドのシーツもドボドボに…,12,,,,,,,,,,,,
えらいこっちゃ   ,13,,,,,,,,,,,,
朝…４時半から,14,,,,,,,,,,,,
洗濯でした,15,,,,,,,,,,,,
シーツの下に,16,,,,,,,,,,,,
パットをひいておいたので,17,,,,,,,,,,,,
マットは  大丈夫でした,18,,,,,,,,,,,,
トレーニングパンツの下には,19,,,,,,,,,,,,
パットもつけていたんですが…,20,,,,,,,,,,,,
トホホホ…,21,,,,,,,,,,,,
でもね…でもさぁ…,22,,,,,,,,,,,,
オシッコがでるということは,23,,,,,,,,,,,,
グッとですよ‼️‼️,24,,,,,,,,,,,,
体の不要なものが,25,,,,,,,,,,,,
出るわけですからね,26,,,,,,,,,,,,
ハッピー    ,27,,,,,,,,,,,,
     ハッピー    ですよ,28,,,,,,,,,,,,
おかげ様で…,29,,,,,,,,,,,,
安心  な食材でのご飯,30,,,,,,,,,,,,
終わりました,31,,,,,,,,,,,,
お豆腐     小松菜とニンニク      ,32,,,,,,,,,,,,
 ご飯   ,33,,,,,,,,,,,,
       トマト         大根の味噌汁        ,34,,,,,,,,,,,,
なすボンズ炒め,35,,,,,,,,,,,,
お風呂も,36,,,,,,,,,,,,
終わりましたよーっ,37,,,,,,,,,,,,
知らなかったんですが…,38,,,,,,,,,,,,
おとうちゃんはずいぶんと,39,,,,,,,,,,,,
枝豆が好きでした,40,,,,,,,,,,,,
お風呂上がりに,41,,,,,,,,,,,,
茹でてあげたら…,42,,,,,,,,,,,,
夢中に食べています   （笑）,43,,,,,,,,,,,,
今日は、滋賀県代表の高校が,44,,,,,,,,,,,,
甲子園で勝ちましたので,45,,,,,,,,,,,,
それなりに喜んでいました,46,,,,,,,,,,,,
認知症の人は,1,,,,,,,,,,,,
喜怒哀楽の表情が,2,,,,,,,,,,,,
薄いんですよねぇ,3,,,,,,,,,,,,
でも…,4,,,,,,,,,,,,
反応してくるように,5,,,,,,,,,,,,
なってきましたねぇ,6,,,,,,,,,,,,
待っていました‼️,7,,,,,,,,,,,,
オーガニック  ショップから,8,,,,,,,,,,,,
かぼちゃ     トマト     アスパラ,9,,,,,,,,,,,,
ブロッコリー     玉ねぎ,10,,,,,,,,,,,,
小松菜           プチトマト,11,,,,,,,,,,,,
にんじん        枝豆,12,,,,,,,,,,,,
豆腐       たまご   ,13,,,,,,,,,,,,
にんじんジュース,14,,,,,,,,,,,,
白髪染のヘナ…までもが,15,,,,,,,,,,,,
約束時間ぴったりに,16,,,,,,,,,,,,
届きましたよ  ‼️,17,,,,,,,,,,,,
安心、安全な  ,18,,,,,,,,,,,,
食材が手に入りました,19,,,,,,,,,,,,
ほっとしますねー,20,,,,,,,,,,,,
さぁ…,21,,,,,,,,,,,,
おとうちゃんに,22,,,,,,,,,,,,
目を光らせながら…,23,,,,,,,,,,,,
お夕飯作りますね  ,24,,,,,,,,,,,,
おとうちゃんから,25,,,,,,,,,,,,
絶対に目を離せないので,26,,,,,,,,,,,,
あたし…,27,,,,,,,,,,,,
スーパーにも,28,,,,,,,,,,,,
行けないんですよ,29,,,,,,,,,,,,
トホホホ…,30,,,,,,,,,,,,
そこで…,31,,,,,,,,,,,,
今、電話☎️で,32,,,,,,,,,,,,
オーガニック  ショップに,33,,,,,,,,,,,,
注文しましたよ,34,,,,,,,,,,,,
「   産地は、どこですか…⁉️,35,,,,,,,,,,,,
有機ですか…⁉️,36,,,,,,,,,,,,
      減農薬ですか…⁉️   亅,37,,,,,,,,,,,,
東京は、ありがたいですね,38,,,,,,,,,,,,
配達は、５０００円以上,39,,,,,,,,,,,,
もしくは…,40,,,,,,,,,,,,
プラス    ３００円で,41,,,,,,,,,,,,
配達してくださるんですよ,42,,,,,,,,,,,,
ポイントも,43,,,,,,,,,,,,
ありがたいですね,44,,,,,,,,,,,,
２時間後に届きまーす,45,,,,,,,,,,,,
感謝        感謝です,46,,,,,,,,,,,,
昨夜も、トイレに,1,,,,,,,,,,,,
４回起きました,2,,,,,,,,,,,,
昨日は、ジムへ,3,,,,,,,,,,,,
おとうちゃんを,4,,,,,,,,,,,,
連れて行きました,5,,,,,,,,,,,,
今日は、別の,6,,,,,,,,,,,,
パーソナルトレーナーの方に,7,,,,,,,,,,,,
家に来ていただきました,8,,,,,,,,,,,,
この方は,9,,,,,,,,,,,,
１３年ぐらい前に…,10,,,,,,,,,,,,
あたしのトレーナーだった方です,11,,,,,,,,,,,,
高齢者がお客様に,12,,,,,,,,,,,,
多いことから…,13,,,,,,,,,,,,
訪問トレーニングを,14,,,,,,,,,,,,
お願いしました,15,,,,,,,,,,,,
今朝もラジオ体操に,16,,,,,,,,,,,,
出掛けましたよ,17,,,,,,,,,,,,
おとうちゃんは,18,,,,,,,,,,,,
車椅子ながら…,19,,,,,,,,,,,,
みんなの真似をしています,20,,,,,,,,,,,,
リーダーの方は,21,,,,,,,,,,,,
おとうちゃんと同じ  昭和３年生まれ,22,,,,,,,,,,,,
サイクリング自転車をこいて,23,,,,,,,,,,,,
いらっしゃいますからね,24,,,,,,,,,,,,
素晴らしい体力ですよ,25,,,,,,,,,,,,
 やはり,26,,,,,,,,,,,,
なんといっても,27,,,,,,,,,,,,
日頃の体の…,28,,,,,,,,,,,,
鍛えかたなんですね,29,,,,,,,,,,,,
あたしは,30,,,,,,,,,,,,
何がなんでも,31,,,,,,,,,,,,
１００歳を目指しますよ,32,,,,,,,,,,,,
家族のみなさんも,33,,,,,,,,,,,,
しっかりと,34,,,,,,,,,,,,
長生きしてくださいね,35,,,,,,,,,,,,
だって…,36,,,,,,,,,,,,
あたし…ひとりじゃ,37,,,,,,,,,,,,
さみしいですからね,38,,,,,,,,,,,,
お願いね  ,39,,,,,,,,,,,,
ディサービスさんの,40,,,,,,,,,,,,
夏まつりは,41,,,,,,,,,,,,
なかなか盛大でしたよ,42,,,,,,,,,,,,
おとうちゃんも,43,,,,,,,,,,,,
車椅子ではありましたが,44,,,,,,,,,,,,
盆踊りの輪の中に,45,,,,,,,,,,,,
入れてやりました,46,,,,,,,,,,,,
東京オリンピックの浴衣を,1,,,,,,,,,,,,
着られた方とも,2,,,,,,,,,,,,
パチリ  ,3,,,,,,,,,,,,
みてくださいよ‼️,4,,,,,,,,,,,,
おとうちゃんは…,5,,,,,,,,,,,,
手をあげるように,6,,,,,,,,,,,,
なってきたんですよ,7,,,,,,,,,,,,
認知症の進行するスピードを,8,,,,,,,,,,,,
なんとか遅くしたいですね,9,,,,,,,,,,,,
それには刺激    や      会話が,10,,,,,,,,,,,,
なによりの薬でしょうね,11,,,,,,,,,,,,
ガッテン ,12,,,,,,,,,,,,
頑張りますよ,13,,,,,,,,,,,,
昨夜は…,14,,,,,,,,,,,,
友達のお母さんが,15,,,,,,,,,,,,
通っていらっしゃる,16,,,,,,,,,,,,
ディサービスの,17,,,,,,,,,,,,
夏まつりに,18,,,,,,,,,,,,
誘っていただきました,19,,,,,,,,,,,,
東京の、施設も見たいので,20,,,,,,,,,,,,
おとうちゃんを,21,,,,,,,,,,,,
連れて行きました,22,,,,,,,,,,,,
しかし…,23,,,,,,,,,,,,
出掛けようと思ったら…,24,,,,,,,,,,,,
ウンチが…,25,,,,,,,,,,,,
トホホホ…,26,,,,,,,,,,,,
水を測って,27,,,,,,,,,,,,
しっかりと…,28,,,,,,,,,,,,
飲ませているので,29,,,,,,,,,,,,
すごーい便秘が,30,,,,,,,,,,,,
解消されてきましたよ,31,,,,,,,,,,,,
おかげさんで,32,,,,,,,,,,,,
毎日、便が,33,,,,,,,,,,,,
出るようになってきました,34,,,,,,,,,,,,
ひとりでは,35,,,,,,,,,,,,
飲めないので,36,,,,,,,,,,,,
誰かが…水を,37,,,,,,,,,,,,
与えてあげることが,38,,,,,,,,,,,,
大切なんですね,39,,,,,,,,,,,,
やはり、水は大切ですね,40,,,,,,,,,,,,
ギャー   ‼️,41,,,,,,,,,,,,
朝から…ごめんね  ‍♀️,42,,,,,,,,,,,,
ト、ト、トイレが壊れたょ〜っ    ‼️,43,,,,,,,,,,,,
えらいこっちゃ…,44,,,,,,,,,,,,
１７年間大切に大切にしてきた,45,,,,,,,,,,,,
あたしの、便器   が…,46,,,,,,,,,,,,
壊れましたょーっ ,1,,,,,,,,,,,,
あーぁ…,2,,,,,,,,,,,,
動きが、不自由な,3,,,,,,,,,,,,
おとうちゃんを,4,,,,,,,,,,,,
便器に座らせるのは,5,,,,,,,,,,,,
これはひと苦労…,6,,,,,,,,,,,,
実家のトイレには,7,,,,,,,,,,,,
補助のポールが,8,,,,,,,,,,,,
ついていますが…,9,,,,,,,,,,,,
あたしのトイレには,10,,,,,,,,,,,,
まだ、ありませんよっー,11,,,,,,,,,,,,
あたしの便器は,12,,,,,,,,,,,,
自動でフタが開く優れもの‼️,13,,,,,,,,,,,,
しかし、ですよ,14,,,,,,,,,,,,
自動でフタが開くのと…,15,,,,,,,,,,,,
動きが不自由な,16,,,,,,,,,,,,
おとうちゃんの座る,17,,,,,,,,,,,,
タイミングが合わないわけです,18,,,,,,,,,,,,
開こうとするフタに,19,,,,,,,,,,,,
バァーーんと座ってしまう始末,20,,,,,,,,,,,,
トホホホ…,21,,,,,,,,,,,,
とうとう…,22,,,,,,,,,,,,
便器も耐えられずに,23,,,,,,,,,,,,
「   ギィ〜ギィ〜   亅と,24,,,,,,,,,,,,
開こうとはするのですが…,25,,,,,,,,,,,,
ダメです,26,,,,,,,,,,,,
開きません,27,,,,,,,,,,,,
掃除をしまくり   ,28,,,,,,,,,,,,
愛して…止まない,29,,,,,,,,,,,,
あたしの便器が…,30,,,,,,,,,,,,
トホホホ…,31,,,,,,,,,,,,
しかし人生は諦めも,32,,,,,,,,,,,,
大切でっせ,33,,,,,,,,,,,,
便器は、買えますが,34,,,,,,,,,,,,
おとうちゃんは買えませんからね,35,,,,,,,,,,,,
まぁー‼️,36,,,,,,,,,,,,
ここは笑って,37,,,,,,,,,,,,
おきましょう,38,,,,,,,,,,,,
ハハハ っー ,39,,,,,,,,,,,,
またまた…,40,,,,,,,,,,,,
今日もご近所の,41,,,,,,,,,,,,
ゆきさんから…,42,,,,,,,,,,,,
白和えをいただきました,43,,,,,,,,,,,,
あたしも,44,,,,,,,,,,,,
作りますが…,45,,,,,,,,,,,,
手間がかかりますねぇ,46,,,,,,,,,,,,
本当に、ありがたいです,1,,,,,,,,,,,,
ご近所さんとは仲良くさせていただいています,2,,,,,,,,,,,,
なによりも、心強いですよ ,3,,,,,,,,,,,,
なにぶんにも,4,,,,,,,,,,,,
バツ２    ,5,,,,,,,,,,,,
あたしゃ…夫の無い身ですからね,6,,,,,,,,,,,,
えっへへへ  ,7,,,,,,,,,,,,
ゆきさん ‼️,8,,,,,,,,,,,,
ありがとうね  ,9,,,,,,,,,,,,
歩行困難な,10,,,,,,,,,,,,
おとうちゃんを,11,,,,,,,,,,,,
受け入れてくれる,12,,,,,,,,,,,,
スポーツジムに,13,,,,,,,,,,,,
行き着きました,14,,,,,,,,,,,,
話よりも,15,,,,,,,,,,,,
まずは、体験ですよ,16,,,,,,,,,,,,
理屈は後回し,17,,,,,,,,,,,,
自分の目で、確認する,18,,,,,,,,,,,,
自分の耳で、聴く,19,,,,,,,,,,,,
あたしは、これを,20,,,,,,,,,,,,
モットに生きています,21,,,,,,,,,,,,
早速…,22,,,,,,,,,,,,
おとうちゃんを連れて,23,,,,,,,,,,,,
お試しコースです,24,,,,,,,,,,,,
何人かいらっしゃる,25,,,,,,,,,,,,
パーソナル  トレナーの中の,26,,,,,,,,,,,,
おひとりが…,27,,,,,,,,,,,,
大学院でも,28,,,,,,,,,,,,
学ばれていて,29,,,,,,,,,,,,
かなりの高齢者を,30,,,,,,,,,,,,
お客様に,31,,,,,,,,,,,,
持っていらっしゃいました,32,,,,,,,,,,,,
あたしもおとうちゃんをそばで,33,,,,,,,,,,,,
見守りながら…,34,,,,,,,,,,,,
トレーニングさせて,35,,,,,,,,,,,,
いただきましたよ,36,,,,,,,,,,,,
えっへへ…（笑）,37,,,,,,,,,,,,
時間は絶対に,38,,,,,,,,,,,,
無駄にしませんよ  ,39,,,,,,,,,,,,
総合病院  院長の,40,,,,,,,,,,,,
友達の女医‍⚕️ちゃんは,41,,,,,,,,,,,,
あたしに…,42,,,,,,,,,,,,
大きなヒントをくれました,43,,,,,,,,,,,,
「    かずよちゃーん,44,,,,,,,,,,,,
       スポーツジムがいいよ‼️,45,,,,,,,,,,,,
       介護を必要としている人の為の,46,,,,,,,,,,,,
       ジムがあるからね    亅,1,,,,,,,,,,,,
あたしの性格は,2,,,,,,,,,,,,
なにかを探すときは,3,,,,,,,,,,,,
とにかく燃えるんですよ,4,,,,,,,,,,,,
便利な世の中ですよ,5,,,,,,,,,,,,
「   SNS の時代  亅  ですからね,6,,,,,,,,,,,,
探して…探しまくりましたよ,7,,,,,,,,,,,,
しかし…,8,,,,,,,,,,,,
介護保険がないと…ダメとか,9,,,,,,,,,,,,
千代田区だけの人だけです…とか,10,,,,,,,,,,,,
でも,11,,,,,,,,,,,,
あたしは何事も、めげないのですよ  （笑）,12,,,,,,,,,,,,
だから。。,13,,,,,,,,,,,,
どんな逆境の時も,14,,,,,,,,,,,,
苦しい時も,15,,,,,,,,,,,,
めげないのです,16,,,,,,,,,,,,
だから。。,17,,,,,,,,,,,,
スポーツジムに,18,,,,,,,,,,,,
